app_id,review_score,review_score_desc,total_positive,total_negative,total_reviews
733460,8,Very Positive,52,10,62
733500,0,4 user reviews,4,0,4
733510,0,5 user reviews,5,0,5
733520,0,4 user reviews,3,1,4
733530,0,2 user reviews,2,0,2
733540,0,4 user reviews,3,1,4
733570,0,7 user reviews,4,3,7
733650,7,Positive,25,2,27
733740,8,Very Positive,76,5,81
733780,0,9 user reviews,2,7,9
733910,0,4 user reviews,3,1,4
733990,8,Very Positive,811,47,858
734120,6,Mostly Positive,47,20,67
734350,0,2 user reviews,2,0,2
734440,0,No user reviews,0,0,0
734450,0,6 user reviews,5,1,6
734490,0,6 user reviews,5,1,6
734540,5,Mixed,11,5,16
734570,6,Mostly Positive,35,11,46
734590,5,Mixed,40,54,94
734700,7,Positive,17,2,19
734750,6,Mostly Positive,625,172,797
734840,0,1 user reviews,0,1,1
734870,0,3 user reviews,2,1,3
734890,0,3 user reviews,3,0,3
734910,8,Very Positive,361,32,393
734920,8,Very Positive,94,4,98
735060,7,Positive,16,3,19
735260,5,Mixed,10,5,15
735280,6,Mostly Positive,103,42,145
735350,6,Mostly Positive,37,13,50
735410,5,Mixed,6,6,12
735450,6,Mostly Positive,40,16,56
735500,6,Mostly Positive,31,8,39
735540,0,1 user reviews,0,1,1
735550,0,No user reviews,0,0,0
735570,8,Very Positive,544,39,583
735700,0,3 user reviews,3,0,3
735850,5,Mixed,162,86,248
736110,5,Mixed,14,8,22
736200,7,Positive,19,3,22
736240,0,No user reviews,0,0,0
736390,0,8 user reviews,8,0,8
736430,5,Mixed,6,7,13
736480,0,No user reviews,0,0,0
736570,8,Very Positive,73,4,77
736810,6,Mostly Positive,29,12,41
736840,7,Positive,14,0,14
736860,5,Mixed,34,20,54
736930,5,Mixed,14,7,21
737260,5,Mixed,7,9,16
737280,0,5 user reviews,5,0,5
737380,0,3 user reviews,3,0,3
737470,0,No user reviews,0,0,0
737530,5,Mixed,9,12,21
737600,0,7 user reviews,4,3,7
737640,0,No user reviews,0,0,0
737690,6,Mostly Positive,13,4,17
737710,7,Positive,39,2,41
737750,5,Mixed,90,90,180
737800,0,No user reviews,0,0,0
737810,5,Mixed,10,5,15
737830,0,7 user reviews,6,1,7
737870,7,Positive,39,5,44
737890,0,No user reviews,0,0,0
737930,7,Positive,8,2,10
738000,6,Mostly Positive,16,6,22
738020,7,Positive,31,7,38
738130,0,1 user reviews,1,0,1
738210,0,6 user reviews,6,0,6
738480,0,1 user reviews,1,0,1
738500,5,Mixed,73,91,164
738520,0,No user reviews,0,0,0
738560,7,Positive,8,2,10
738600,0,5 user reviews,3,2,5
738610,6,Mostly Positive,78,26,104
738620,0,2 user reviews,2,0,2
738720,0,2 user reviews,2,0,2
738730,0,4 user reviews,3,1,4
738760,6,Mostly Positive,12,5,17
738880,5,Mixed,21,19,40
738920,5,Mixed,14,21,35
739010,0,1 user reviews,1,0,1
739050,8,Very Positive,106,7,113
739180,0,9 user reviews,9,0,9
739190,8,Very Positive,51,3,54
739210,7,Positive,20,2,22
739240,0,4 user reviews,3,1,4
739290,7,Positive,11,0,11
739350,4,Mostly Negative,14,23,37
739410,6,Mostly Positive,8,3,11
739540,0,No user reviews,0,0,0
739690,5,Mixed,14,7,21
739780,0,2 user reviews,2,0,2
739810,0,No user reviews,0,0,0
739850,7,Positive,10,1,11
739890,0,5 user reviews,4,1,5
739950,0,6 user reviews,6,0,6
739980,8,Very Positive,62,3,65
740000,7,Positive,26,2,28
740070,0,8 user reviews,6,2,8
740090,5,Mixed,8,6,14
740120,5,Mixed,31,15,46
740150,0,6 user reviews,3,3,6
740170,0,2 user reviews,2,0,2
740200,8,Very Positive,288,47,335
740230,7,Positive,34,2,36
740240,0,9 user reviews,6,3,9
740260,8,Very Positive,898,86,984
740280,0,8 user reviews,7,1,8
740290,8,Very Positive,120,24,144
740400,7,Positive,11,1,12
740410,7,Positive,19,2,21
740470,6,Mostly Positive,347,115,462
740520,0,No user reviews,0,0,0
740560,0,1 user reviews,0,1,1
740570,7,Positive,42,7,49
740600,5,Mixed,56,28,84
740990,0,No user reviews,0,0,0
741080,0,No user reviews,0,0,0
741100,4,Mostly Negative,5,9,14
741250,7,Positive,21,0,21
741260,6,Mostly Positive,527,215,742
741450,4,Mostly Negative,17,43,60
741500,5,Mixed,87,46,133
741620,0,No user reviews,0,0,0
741630,6,Mostly Positive,18,6,24
741650,0,6 user reviews,2,4,6
741670,8,Very Positive,310,58,368
741990,0,No user reviews,0,0,0
742010,0,9 user reviews,5,4,9
742120,0,No user reviews,0,0,0
742150,7,Positive,21,0,21
742170,8,Very Positive,45,10,55
742230,6,Mostly Positive,21,9,30
742250,8,Very Positive,215,12,227
742340,0,8 user reviews,6,2,8
742380,0,4 user reviews,4,0,4
742460,8,Very Positive,69,7,76
742480,7,Positive,42,5,47
742540,6,Mostly Positive,13,4,17
742630,5,Mixed,22,11,33
743070,0,No user reviews,0,0,0
743090,0,No user reviews,0,0,0
743100,0,1 user reviews,1,0,1
743110,7,Positive,9,2,11
743190,5,Mixed,21,10,31
743230,0,No user reviews,0,0,0
743330,0,5 user reviews,5,0,5
743340,0,5 user reviews,4,1,5
743360,0,3 user reviews,3,0,3
743370,5,Mixed,138,83,221
743410,0,6 user reviews,5,1,6
743420,0,3 user reviews,3,0,3
743450,8,Very Positive,859,97,956
743480,0,2 user reviews,2,0,2
743640,5,Mixed,111,75,186
743660,0,5 user reviews,5,0,5
743860,4,Mostly Negative,223,488,711
743920,0,No user reviews,0,0,0
744040,7,Positive,17,4,21
744050,8,Very Positive,47,4,51
744060,0,No user reviews,0,0,0
744170,0,1 user reviews,1,0,1
744190,9,Overwhelmingly Positive,691,36,727
744240,0,9 user reviews,9,0,9
744420,6,Mostly Positive,61,24,85
744430,8,Very Positive,61,13,74
744570,8,Very Positive,69,11,80
744590,6,Mostly Positive,13,4,17
744940,5,Mixed,14,10,24
745000,7,Positive,41,7,48
745010,0,No user reviews,0,0,0
745030,7,Positive,15,1,16
745090,7,Positive,16,0,16
745130,5,Mixed,6,5,11
745250,7,Positive,14,0,14
745280,0,2 user reviews,0,2,2
745330,8,Very Positive,45,5,50
745370,6,Mostly Positive,17,7,24
745380,5,Mixed,5,5,10
745400,7,Positive,19,1,20
745500,4,Mostly Negative,7,14,21
745510,6,Mostly Positive,29,12,41
745560,0,No user reviews,0,0,0
745650,0,4 user reviews,4,0,4
745670,4,Mostly Negative,9,24,33
745690,6,Mostly Positive,15,6,21
745720,7,Positive,15,0,15
745740,6,Mostly Positive,63,25,88
745810,8,Very Positive,52,9,61
745840,0,5 user reviews,5,0,5
745890,8,Very Positive,90,3,93
745930,6,Mostly Positive,13,4,17
745940,6,Mostly Positive,22,8,30
745950,0,No user reviews,0,0,0
745960,8,Very Positive,124,7,131
746000,0,No user reviews,0,0,0
746010,5,Mixed,6,7,13
746090,0,4 user reviews,1,3,4
746140,6,Mostly Positive,115,48,163
746240,0,6 user reviews,2,4,6
746350,5,Mixed,17,9,26
746400,8,Very Positive,59,2,61
746410,6,Mostly Positive,27,7,34
746500,0,4 user reviews,3,1,4
746570,6,Mostly Positive,20,6,26
746620,7,Positive,42,4,46
746660,7,Positive,9,1,10
746680,0,6 user reviews,4,2,6
746710,8,Very Positive,100,6,106
746840,0,8 user reviews,4,4,8
746930,8,Very Positive,543,108,651
746940,8,Very Positive,61,7,68
747050,7,Positive,15,0,15
747090,0,3 user reviews,2,1,3
747110,0,No user reviews,0,0,0
747190,5,Mixed,11,6,17
747280,0,No user reviews,0,0,0
747310,5,Mixed,19,12,31
747320,7,Positive,25,2,27
747330,6,Mostly Positive,14,4,18
747340,8,Very Positive,200,29,229
747470,7,Positive,42,1,43
747540,0,3 user reviews,3,0,3
747590,5,Mixed,32,17,49
747640,7,Positive,12,1,13
747650,7,Positive,15,0,15
747730,0,3 user reviews,2,1,3
747750,0,3 user reviews,3,0,3
747770,5,Mixed,14,7,21
747810,0,2 user reviews,2,0,2
747850,4,Mostly Negative,9,14,23
747910,5,Mixed,13,11,24
747990,6,Mostly Positive,10,3,13
748010,0,4 user reviews,4,0,4
748050,0,9 user reviews,4,5,9
748110,0,5 user reviews,3,2,5
748150,0,9 user reviews,8,1,9
748300,0,No user reviews,0,0,0
748430,5,Mixed,8,4,12
748480,6,Mostly Positive,19,6,25
748490,9,Overwhelmingly Positive,518,19,537
748610,5,Mixed,15,8,23
748650,0,4 user reviews,4,0,4
748800,0,8 user reviews,6,2,8
748820,0,5 user reviews,2,3,5
748830,0,No user reviews,0,0,0
748880,0,8 user reviews,6,2,8
748890,8,Very Positive,56,2,58
748930,5,Mixed,8,4,12
748990,0,No user reviews,0,0,0
749110,0,6 user reviews,5,1,6
749120,5,Mixed,12,14,26
749200,0,4 user reviews,4,0,4
749220,5,Mixed,13,9,22
749270,5,Mixed,9,8,17
749290,0,4 user reviews,1,3,4
749340,6,Mostly Positive,13,4,17
749370,5,Mixed,13,11,24
749410,7,Positive,19,3,22
749470,0,2 user reviews,2,0,2
749510,6,Mostly Positive,32,11,43
749540,6,Mostly Positive,57,22,79
749560,7,Positive,26,0,26
749570,0,7 user reviews,6,1,7
749670,7,Positive,15,3,18
749700,7,Positive,10,0,10
749710,0,3 user reviews,2,1,3
749730,7,Positive,17,2,19
749800,5,Mixed,37,29,66
749820,0,No user reviews,0,0,0
749830,0,8 user reviews,6,2,8
749840,7,Positive,11,0,11
749850,7,Positive,24,6,30
749860,0,4 user reviews,4,0,4
749880,7,Positive,32,8,40
749890,0,8 user reviews,8,0,8
749920,5,Mixed,16,7,23
749980,0,1 user reviews,1,0,1
749990,7,Positive,12,1,13
750020,0,No user reviews,0,0,0
750070,5,Mixed,11,13,24
750080,0,No user reviews,0,0,0
750200,0,No user reviews,0,0,0
750330,6,Mostly Positive,16,6,22
750420,0,3 user reviews,2,1,3
750450,7,Positive,30,0,30
750460,0,6 user reviews,5,1,6
750620,0,2 user reviews,2,0,2
750660,7,Positive,40,4,44
750740,0,3 user reviews,1,2,3
750770,0,9 user reviews,7,2,9
750780,0,5 user reviews,5,0,5
750790,0,6 user reviews,4,2,6
750900,4,Mostly Negative,2,8,10
750920,0,No user reviews,0,0,0
750930,0,9 user reviews,6,3,9
750960,7,Positive,35,3,38
751100,0,No user reviews,0,0,0
751200,5,Mixed,8,5,13
751230,0,No user reviews,0,0,0
751250,7,Positive,22,4,26
751260,0,3 user reviews,3,0,3
751270,0,No user reviews,0,0,0
751280,7,Positive,45,2,47
751330,5,Mixed,8,4,12
751340,6,Mostly Positive,25,8,33
751500,6,Mostly Positive,97,33,130
751540,0,3 user reviews,2,1,3
751640,0,No user reviews,0,0,0
751670,0,No user reviews,0,0,0
751690,8,Very Positive,345,36,381
751950,0,7 user reviews,7,0,7
751970,7,Positive,14,0,14
752000,0,2 user reviews,0,2,2
752010,0,3 user reviews,3,0,3
752020,5,Mixed,11,7,18
752300,6,Mostly Positive,10,4,14
752310,0,3 user reviews,3,0,3
752370,0,2 user reviews,1,1,2
752380,7,Positive,26,5,31
752430,0,1 user reviews,1,0,1
752500,8,Very Positive,53,11,64
752530,0,No user reviews,0,0,0
752570,6,Mostly Positive,44,13,57
752600,7,Positive,30,2,32
752700,6,Mostly Positive,14,6,20
752710,0,5 user reviews,2,3,5
752770,0,1 user reviews,1,0,1
752790,0,2 user reviews,2,0,2
752810,0,6 user reviews,2,4,6
752830,0,4 user reviews,2,2,4
753060,5,Mixed,15,8,23
753100,0,2 user reviews,1,1,2
753110,5,Mixed,40,45,85
753220,8,Very Positive,101,0,101
753230,6,Mostly Positive,179,75,254
753270,0,No user reviews,0,0,0
753370,0,7 user reviews,6,1,7
753380,5,Mixed,7,5,12
753420,8,Very Positive,1163,159,1322
753440,7,Positive,11,1,12
753560,0,4 user reviews,4,0,4
753610,5,Mixed,39,43,82
753660,7,Positive,40,6,46
753900,6,Mostly Positive,28,9,37
753920,5,Mixed,6,7,13
753960,5,Mixed,7,4,11
753980,0,1 user reviews,1,0,1
754020,6,Mostly Positive,15,5,20
754110,0,7 user reviews,7,0,7
754120,5,Mixed,12,8,20
754190,7,Positive,9,1,10
754230,0,7 user reviews,6,1,7
754270,0,4 user reviews,4,0,4
754330,0,9 user reviews,5,4,9
754340,6,Mostly Positive,7,3,10
754410,0,No user reviews,0,0,0
754510,0,8 user reviews,5,3,8
754520,0,7 user reviews,5,2,7
754540,7,Positive,39,2,41
754800,6,Mostly Positive,14,4,18
754810,8,Very Positive,128,24,152
754910,7,Positive,10,2,12
754930,0,3 user reviews,2,1,3
755140,0,2 user reviews,0,2,2
755250,0,9 user reviews,9,0,9
755350,5,Mixed,9,12,21
755450,0,No user reviews,0,0,0
755490,0,4 user reviews,4,0,4
755560,7,Positive,13,1,14
755570,5,Mixed,22,10,32
755590,0,4 user reviews,4,0,4
755670,0,No user reviews,0,0,0
755820,0,No user reviews,0,0,0
755830,0,9 user reviews,9,0,9
755890,8,Very Positive,44,9,53
755920,0,No user reviews,0,0,0
755950,7,Positive,15,0,15
755970,5,Mixed,14,17,31
755980,8,Very Positive,97,8,105
756050,5,Mixed,24,25,49
756100,0,1 user reviews,1,0,1
756190,4,Mostly Negative,7,11,18
756200,0,2 user reviews,2,0,2
756230,0,3 user reviews,2,1,3
756240,7,Positive,27,3,30
756260,5,Mixed,14,13,27
756320,7,Positive,16,0,16
756340,0,2 user reviews,1,1,2
756380,0,1 user reviews,1,0,1
756440,7,Positive,44,4,48
756450,0,9 user reviews,4,5,9
756490,6,Mostly Positive,17,6,23
756500,5,Mixed,7,6,13
756560,0,7 user reviews,3,4,7
756590,8,Very Positive,204,15,219
756630,0,3 user reviews,3,0,3
756650,0,7 user reviews,5,2,7
756700,7,Positive,30,3,33
756740,0,5 user reviews,5,0,5
756790,0,8 user reviews,8,0,8
756860,0,4 user reviews,2,2,4
756870,7,Positive,22,3,25
756880,5,Mixed,31,26,57
757080,0,8 user reviews,7,1,8
757130,4,Mostly Negative,156,272,428
757180,8,Very Positive,72,0,72
757190,0,2 user reviews,2,0,2
757230,0,2 user reviews,0,2,2
757330,8,Very Positive,74,2,76
757350,7,Positive,30,5,35
757450,7,Positive,14,3,17
757540,0,2 user reviews,1,1,2
757600,0,No user reviews,0,0,0
757700,7,Positive,16,0,16
757720,5,Mixed,26,15,41
757810,5,Mixed,68,73,141
757860,5,Mixed,13,6,19
757870,7,Positive,18,2,20
758020,0,9 user reviews,4,5,9
758050,5,Mixed,9,11,20
758070,0,6 user reviews,6,0,6
758080,0,No user reviews,0,0,0
758100,6,Mostly Positive,39,14,53
758150,6,Mostly Positive,8,3,11
758170,0,7 user reviews,7,0,7
758190,8,Very Positive,701,86,787
758220,0,1 user reviews,1,0,1
758320,6,Mostly Positive,15,5,20
758330,0,No user reviews,0,0,0
758370,8,Very Positive,275,28,303
758400,5,Mixed,6,4,10
758410,5,Mixed,55,27,82
758470,4,Mostly Negative,6,10,16
758500,8,Very Positive,136,5,141
758530,8,Very Positive,443,17,460
758570,7,Positive,25,2,27
758660,0,9 user reviews,9,0,9
758700,5,Mixed,8,5,13
758790,0,4 user reviews,2,2,4
758920,5,Mixed,6,5,11
758980,6,Mostly Positive,39,16,55
759000,7,Positive,30,3,33
759010,5,Mixed,8,9,17
759160,0,No user reviews,0,0,0
759260,0,8 user reviews,7,1,8
759460,5,Mixed,98,54,152
759500,6,Mostly Positive,10,3,13
759540,8,Very Positive,62,5,67
759610,5,Mixed,16,23,39
759640,7,Positive,27,2,29
759650,0,9 user reviews,9,0,9
759700,5,Mixed,41,50,91
759830,0,4 user reviews,4,0,4
759850,0,2 user reviews,2,0,2
759870,4,Mostly Negative,6,21,27
759940,8,Very Positive,276,40,316
759950,0,3 user reviews,2,1,3
759980,0,3 user reviews,3,0,3
760010,0,6 user reviews,4,2,6
760030,7,Positive,17,1,18
760050,7,Positive,26,0,26
760060,0,No user reviews,0,0,0
760080,0,9 user reviews,9,0,9
760100,5,Mixed,34,26,60
760320,7,Positive,10,0,10
760330,8,Very Positive,106,1,107
760350,7,Positive,16,3,19
760360,0,6 user reviews,3,3,6
760440,0,4 user reviews,3,1,4
760450,0,4 user reviews,4,0,4
760460,5,Mixed,27,20,47
760490,5,Mixed,12,11,23
760550,8,Very Positive,65,10,75
760560,5,Mixed,19,18,37
760680,0,9 user reviews,4,5,9
760800,6,Mostly Positive,32,10,42
760820,8,Very Positive,82,17,99
760880,5,Mixed,11,6,17
760890,8,Very Positive,132,2,134
761030,8,Very Positive,73,14,87
761040,0,4 user reviews,4,0,4
761070,8,Very Positive,66,6,72
761100,0,1 user reviews,0,1,1
761110,0,9 user reviews,5,4,9
761130,0,3 user reviews,0,3,3
761150,0,2 user reviews,2,0,2
761160,0,7 user reviews,6,1,7
761170,8,Very Positive,61,13,74
761220,0,8 user reviews,6,2,8
761280,6,Mostly Positive,33,9,42
761330,8,Very Positive,224,19,243
761440,3,Negative,1,9,10
761460,0,No user reviews,0,0,0
761480,7,Positive,13,0,13
761570,0,No user reviews,0,0,0
761630,4,Mostly Negative,5,8,13
761660,4,Mostly Negative,3,9,12
761670,7,Positive,29,0,29
761720,0,No user reviews,0,0,0
761760,6,Mostly Positive,19,7,26
761790,6,Mostly Positive,12,5,17
761880,0,3 user reviews,1,2,3
761890,6,Mostly Positive,402,163,565
762030,0,No user reviews,0,0,0
762150,0,No user reviews,0,0,0
762190,0,No user reviews,0,0,0
762250,0,No user reviews,0,0,0
762360,0,No user reviews,0,0,0
762380,5,Mixed,7,4,11
762460,5,Mixed,16,15,31
762480,6,Mostly Positive,25,10,35
762490,0,No user reviews,0,0,0
762520,5,Mixed,6,6,12
762590,6,Mostly Positive,37,11,48
762620,7,Positive,18,2,20
762630,0,3 user reviews,2,1,3
762650,0,No user reviews,0,0,0
762670,0,2 user reviews,1,1,2
762860,0,No user reviews,0,0,0
763000,0,No user reviews,0,0,0
763010,0,7 user reviews,6,1,7
763050,7,Positive,12,2,14
763070,6,Mostly Positive,15,6,21
763090,5,Mixed,8,9,17
763200,0,7 user reviews,4,3,7
763210,7,Positive,22,2,24
763250,0,No user reviews,0,0,0
763290,0,No user reviews,0,0,0
763300,0,7 user reviews,2,5,7
763340,0,No user reviews,0,0,0
763350,0,7 user reviews,6,1,7
763360,6,Mostly Positive,13,5,18
763400,4,Mostly Negative,10,16,26
763520,7,Positive,12,0,12
763540,5,Mixed,4,6,10
763610,7,Positive,10,2,12
763680,0,1 user reviews,1,0,1
763730,5,Mixed,9,5,14
763740,0,7 user reviews,5,2,7
763750,0,No user reviews,0,0,0
763760,7,Positive,16,4,20
763770,7,Positive,23,4,27
763870,7,Positive,13,2,15
763930,7,Positive,26,1,27
763950,0,5 user reviews,1,4,5
763980,0,6 user reviews,5,1,6
764060,4,Mostly Negative,5,20,25
764080,0,No user reviews,0,0,0
764180,0,2 user reviews,2,0,2
764280,7,Positive,14,0,14
764300,6,Mostly Positive,38,10,48
764370,0,3 user reviews,3,0,3
764410,5,Mixed,26,16,42
764430,6,Mostly Positive,10,4,14
764470,6,Mostly Positive,10,3,13
764490,6,Mostly Positive,11,4,15
764500,6,Mostly Positive,42,18,60
764510,8,Very Positive,60,8,68
764560,0,8 user reviews,5,3,8
764570,8,Very Positive,49,9,58
764580,6,Mostly Positive,10,3,13
764590,6,Mostly Positive,23,7,30
764630,0,No user reviews,0,0,0
764720,0,2 user reviews,2,0,2
764790,0,No user reviews,0,0,0
764830,0,1 user reviews,1,0,1
764870,0,1 user reviews,1,0,1
764970,0,9 user reviews,7,2,9
765060,7,Positive,13,0,13
765140,0,2 user reviews,1,1,2
765170,0,3 user reviews,3,0,3
765200,5,Mixed,10,9,19
765300,0,2 user reviews,2,0,2
765400,0,3 user reviews,2,1,3
765460,5,Mixed,8,4,12
765490,7,Positive,10,0,10
765530,0,4 user reviews,3,1,4
765590,7,Positive,14,1,15
765640,8,Very Positive,165,7,172
765650,6,Mostly Positive,89,35,124
765790,0,3 user reviews,1,2,3
765940,7,Positive,10,0,10
765990,5,Mixed,23,16,39
766000,7,Positive,10,0,10
766010,0,No user reviews,0,0,0
766260,5,Mixed,49,39,88
766280,8,Very Positive,375,11,386
766320,7,Positive,38,7,45
766430,0,No user reviews,0,0,0
766500,0,3 user reviews,2,1,3
766560,7,Positive,33,1,34
766570,5,Mixed,310,170,480
766630,7,Positive,34,5,39
766730,8,Very Positive,67,2,69
766780,0,5 user reviews,4,1,5
766920,8,Very Positive,103,17,120
766940,7,Positive,14,1,15
767020,0,No user reviews,0,0,0
767030,0,7 user reviews,4,3,7
767050,5,Mixed,7,5,12
767170,0,5 user reviews,3,2,5
767200,7,Positive,14,1,15
767340,6,Mostly Positive,8,3,11
767500,6,Mostly Positive,21,6,27
767550,0,No user reviews,0,0,0
767590,0,6 user reviews,6,0,6
767610,5,Mixed,6,7,13
767840,0,3 user reviews,3,0,3
768180,0,No user reviews,0,0,0
768290,0,8 user reviews,8,0,8
768300,5,Mixed,20,10,30
768310,0,5 user reviews,4,1,5
768430,5,Mixed,19,19,38
768590,7,Positive,12,0,12
768640,0,No user reviews,0,0,0
768750,5,Mixed,121,140,261
768840,5,Mixed,21,14,35
769020,0,8 user reviews,8,0,8
769080,5,Mixed,16,7,23
769110,5,Mixed,13,14,27
769160,0,5 user reviews,5,0,5
769200,5,Mixed,11,15,26
769360,6,Mostly Positive,31,11,42
769410,0,3 user reviews,3,0,3
769550,7,Positive,26,2,28
769580,0,4 user reviews,4,0,4
769730,0,7 user reviews,6,1,7
769840,0,No user reviews,0,0,0
769910,7,Positive,10,1,11
769920,7,Positive,26,0,26
769940,5,Mixed,9,5,14
769980,0,7 user reviews,5,2,7
770050,0,5 user reviews,4,1,5
770100,8,Very Positive,79,14,93
770120,0,2 user reviews,2,0,2
770160,0,2 user reviews,1,1,2
770270,5,Mixed,4,6,10
770320,0,2 user reviews,1,1,2
770370,0,4 user reviews,3,1,4
770380,0,1 user reviews,1,0,1
770400,4,Mostly Negative,13,27,40
770440,5,Mixed,43,27,70
770520,0,3 user reviews,3,0,3
770600,7,Positive,19,0,19
770630,7,Positive,13,0,13
770660,0,No user reviews,0,0,0
770690,0,4 user reviews,2,2,4
770810,7,Positive,11,0,11
770820,0,3 user reviews,3,0,3
771010,7,Positive,30,1,31
771060,5,Mixed,230,107,337
771100,0,5 user reviews,3,2,5
771240,8,Very Positive,52,2,54
771320,5,Mixed,8,6,14
771350,5,Mixed,39,31,70
771370,3,Negative,6,34,40
771410,7,Positive,26,4,30
771540,0,1 user reviews,1,0,1
771610,5,Mixed,9,10,19
771680,7,Positive,14,0,14
771690,0,No user reviews,0,0,0
771710,7,Positive,40,4,44
771840,7,Positive,42,4,46
771920,6,Mostly Positive,42,14,56
771950,6,Mostly Positive,11,3,14
772060,0,8 user reviews,5,3,8
772070,6,Mostly Positive,147,60,207
772080,5,Mixed,6,4,10
772090,7,Positive,10,1,11
772200,7,Positive,13,1,14
772320,0,3 user reviews,2,1,3
772440,0,6 user reviews,4,2,6
772450,0,No user reviews,0,0,0
772470,7,Positive,14,1,15
772480,7,Positive,22,3,25
772490,7,Positive,22,0,22
772540,5,Mixed,688,504,1192
772600,6,Mostly Positive,7,3,10
772610,7,Positive,35,1,36
772670,0,7 user reviews,4,3,7
772700,6,Mostly Positive,67,21,88
772740,6,Mostly Positive,15,6,21
772750,0,2 user reviews,2,0,2
772990,5,Mixed,25,11,36
773010,0,5 user reviews,4,1,5
773120,0,No user reviews,0,0,0
773130,7,Positive,18,2,20
773170,5,Mixed,8,12,20
773330,0,5 user reviews,1,4,5
773390,5,Mixed,43,32,75
773430,7,Positive,31,2,33
773540,6,Mostly Positive,18,5,23
773580,8,Very Positive,64,9,73
773620,0,5 user reviews,5,0,5
773640,3,Negative,2,14,16
773650,3,Negative,2,12,14
773670,8,Very Positive,150,3,153
773710,0,7 user reviews,7,0,7
774091,8,Very Positive,186,9,195
774181,0,No user reviews,0,0,0
774191,0,7 user reviews,6,1,7
774221,7,Positive,15,1,16
774261,5,Mixed,29,13,42
774281,0,9 user reviews,7,2,9
774351,6,Mostly Positive,67,27,94
774401,0,9 user reviews,6,3,9
774411,0,7 user reviews,6,1,7
774441,5,Mixed,11,6,17
774451,0,1 user reviews,0,1,1
774531,0,9 user reviews,9,0,9
774561,7,Positive,39,2,41
774781,6,Mostly Positive,9,3,12
774811,5,Mixed,387,216,603
774891,0,4 user reviews,3,1,4
774911,5,Mixed,34,18,52
775200,0,2 user reviews,2,0,2
775320,7,Positive,33,4,37
775460,0,4 user reviews,2,2,4
775490,7,Positive,16,0,16
775520,0,9 user reviews,6,3,9
775530,8,Very Positive,54,3,57
775570,0,No user reviews,0,0,0
775690,0,7 user reviews,7,0,7
775720,0,5 user reviews,4,1,5
775730,0,2 user reviews,1,1,2
775800,6,Mostly Positive,67,24,91
775890,7,Positive,36,8,44
775900,5,Mixed,103,59,162
775910,0,9 user reviews,6,3,9
775920,0,3 user reviews,2,1,3
775960,0,No user reviews,0,0,0
775970,5,Mixed,10,5,15
776000,0,8 user reviews,5,3,8
776020,0,3 user reviews,1,2,3
776100,0,5 user reviews,2,3,5
776160,5,Mixed,9,4,13
776190,6,Mostly Positive,21,9,30
776340,5,Mixed,40,26,66
776360,0,6 user reviews,6,0,6
776370,7,Positive,28,3,31
776490,8,Very Positive,1432,232,1664
776540,7,Positive,15,3,18
776550,5,Mixed,8,11,19
776610,0,3 user reviews,1,2,3
776670,5,Mixed,7,8,15
776720,7,Positive,20,1,21
776740,0,2 user reviews,1,1,2
776780,0,7 user reviews,7,0,7
776790,0,2 user reviews,2,0,2
776820,0,9 user reviews,6,3,9
776890,4,Mostly Negative,12,20,32
776960,5,Mixed,37,23,60
777000,0,4 user reviews,1,3,4
777020,5,Mixed,17,15,32
777050,5,Mixed,25,14,39
777090,0,No user reviews,0,0,0
777160,7,Positive,35,5,40
777200,8,Very Positive,84,2,86
777220,7,Positive,35,1,36
777240,8,Very Positive,114,13,127
777340,0,7 user reviews,5,2,7
777380,0,1 user reviews,0,1,1
777400,6,Mostly Positive,22,7,29
777420,0,8 user reviews,4,4,8
777430,7,Positive,14,3,17
777560,5,Mixed,7,5,12
777580,0,2 user reviews,2,0,2
777640,0,3 user reviews,1,2,3
777660,0,1 user reviews,0,1,1
777730,0,2 user reviews,1,1,2
777760,0,1 user reviews,1,0,1
777770,0,No user reviews,0,0,0
777790,8,Very Positive,57,2,59
777820,7,Positive,8,2,10
777850,0,4 user reviews,4,0,4
777870,0,8 user reviews,8,0,8
778000,0,No user reviews,0,0,0
778050,6,Mostly Positive,38,10,48
778120,0,4 user reviews,1,3,4
778140,0,No user reviews,0,0,0
778150,7,Positive,27,1,28
778230,6,Mostly Positive,10,4,14
778330,8,Very Positive,81,3,84
778340,0,8 user reviews,5,3,8
778410,5,Mixed,11,5,16
778540,0,3 user reviews,1,2,3
778570,7,Positive,18,2,20
778610,8,Very Positive,185,10,195
778640,7,Positive,14,0,14
778700,6,Mostly Positive,1021,289,1310
778760,0,4 user reviews,2,2,4
778770,0,1 user reviews,1,0,1
778840,7,Positive,24,1,25
778860,0,9 user reviews,7,2,9
778930,6,Mostly Positive,28,12,40
779140,0,7 user reviews,6,1,7
779190,5,Mixed,8,7,15
779320,7,Positive,11,1,12
779330,6,Mostly Positive,120,46,166
779360,7,Positive,16,1,17
779390,0,3 user reviews,3,0,3
779420,5,Mixed,34,26,60
779550,0,2 user reviews,1,1,2
779570,5,Mixed,11,5,16
779580,0,5 user reviews,5,0,5
779620,0,8 user reviews,8,0,8
779670,6,Mostly Positive,27,8,35
779700,7,Positive,13,3,16
779730,0,8 user reviews,8,0,8
779760,0,7 user reviews,7,0,7
779770,0,9 user reviews,4,5,9
779780,0,2 user reviews,2,0,2
779790,0,5 user reviews,3,2,5
